disease,symptoms,disease_id
peritonitis,"sharp abdominal pain,nausea,vomiting",140
peritonitis,"sharp abdominal pain,nausea,vomiting",140
peritonitis,"sharp abdominal pain,nausea,vomiting",140
peritonitis,"sharp abdominal pain,nausea,vomiting",140
peritonitis,"sharp abdominal pain,nausea,vomiting",140
peritonitis,"sharp abdominal pain,nausea,vomiting",140
peritonitis,"sharp abdominal pain,nausea,vomiting",140
peritonitis,"sharp abdominal pain,nausea,vomiting",140
peritonitis,"sharp abdominal pain,nausea,vomiting",140
peritonitis,"sharp abdominal pain,nausea,vomiting",140
peritonitis,"sharp abdominal pain,nausea,vomiting",140
peritonitis,"sharp abdominal pain,nausea,vomiting",140
peritonitis,"sharp abdominal pain,nausea,vomiting",140
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
asthma,"cough,shortness of breath,wheezing",14
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
postpartum depression,"depression,recent pregnancy,problems during pregnancy",149
pituitary adenoma,"headache,loss of sensation,diminished vision",142
uterine fibroids,"sharp abdominal pain,pelvic pain,heavy menstrual flow",193
uterine fibroids,"sharp abdominal pain,pelvic pain,heavy menstrual flow",193
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
vaginal yeast infection,"vaginal itching,vaginal discharge,painful urination",195
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
hyperhidrosis,"sweating,warts,acne or pimples",85
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
alopecia,"too little hair,irregular appearing scalp,skin rash",3
hyperkalemia,"shortness of breath,weakness,nausea",86
hyperkalemia,"shortness of breath,weakness,nausea",86
hyperkalemia,"shortness of breath,weakness,nausea",86
hyperkalemia,"shortness of breath,weakness,nausea",86
hyperkalemia,"shortness of breath,weakness,nausea",86
hyperkalemia,"shortness of breath,weakness,nausea",86
hyperkalemia,"shortness of breath,weakness,nausea",86
dengue fever,"sore throat,fever,shoulder cramps or spasms",44
dengue fever,"sore throat,fever,shoulder cramps or spasms",44
dengue fever,"sore throat,fever,shoulder cramps or spasms",44
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
atrial fibrillation,"shortness of breath,sharp chest pain,palpitations",15
cryptococcosis,"lip swelling,fainting,seizures",41
cryptococcosis,"lip swelling,fainting,seizures",41
cryptococcosis,"lip swelling,fainting,seizures",41
cryptococcosis,"lip swelling,fainting,seizures",41
cryptococcosis,"lip swelling,fainting,seizures",41
cryptococcosis,"lip swelling,fainting,seizures",41
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
obesity,"weight gain,abnormal breathing sounds,sleepiness",126
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
indigestion,"sharp abdominal pain,burning abdominal pain,nausea",93
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
bursitis,"shoulder pain,knee pain,elbow pain",25
juvenile rheumatoid arthritis,"knee pain,joint pain,back pain",98
juvenile rheumatoid arthritis,"knee pain,joint pain,back pain",98
juvenile rheumatoid arthritis,"knee pain,joint pain,back pain",98
